n_frames,ball_present_frac,top2_speed_cms,rest_speed_cms,speed_ratio,mean_spacing_cm,centroid_vel_cms,sync_score,mean_hull_area,reaction_lag_frames,file,label,tactical_deviation
29,1.0,200.5,70.9,2.83,212.7,67.1,0.015,128698.0,0.0,Coordinated_Defense__videoplayback (3)_clip_034.csv,Coordinated Defense,1.929974130578338
29,0.7931034482758621,83.7,53.0,1.58,251.8,33.2,-0.013,126305.0,-5.0,Coordinated_Defense__videoplayback (3)_clip_036.csv,Coordinated Defense,2.207825106817828
29,0.5862068965517241,287.5,126.6,2.27,268.6,148.4,0.054,185267.0,-1.0,Coordinated_Defense__videoplayback (3)_clip_037.csv,Coordinated Defense,1.6059787272142603
29,0.5172413793103449,218.0,111.6,1.95,234.6,78.1,-0.01,95699.0,13.0,Coordinated_Defense__videoplayback (3)_clip_039.csv,Coordinated Defense,1.4273735115879418
29,0.6896551724137931,312.4,199.5,1.57,293.8,322.5,-0.184,96056.0,19.0,Coordinated_Defense__videoplayback (3)_clip_040.csv,Coordinated Defense,2.5827754688371773
29,0.8620689655172413,235.9,136.5,1.73,158.2,250.5,-0.064,58027.0,13.0,Coordinated_Defense__videoplayback (3)_clip_041.csv,Coordinated Defense,2.1917147412182554
29,0.5517241379310345,177.3,79.3,2.24,230.6,222.7,-0.027,74609.0,11.0,Coordinated_Defense__videoplayback (3)_clip_044.csv,Coordinated Defense,1.8872640468176713
29,0.9655172413793104,311.5,133.4,2.33,187.3,255.3,0.025,105390.0,0.0,Coordinated_Defense__videoplayback (3)_clip_045.csv,Coordinated Defense,1.6285227886259748
29,1.0,195.3,88.0,2.22,262.5,230.0,0.007,103932.0,12.0,Coordinated_Defense__videoplayback (3)_clip_046.csv,Coordinated Defense,1.5466581300081
29,0.7586206896551724,248.2,193.9,1.28,135.4,223.3,0.089,71898.0,1.0,Coordinated_Defense__videoplayback (3)_clip_048.csv,Coordinated Defense,2.3336439697439673
29,0.6551724137931034,297.6,187.6,1.59,207.9,102.9,-0.022,71329.0,-5.0,Coordinated_Defense__videoplayback (3)_clip_049.csv,Coordinated Defense,2.541345287444802
29,0.9310344827586207,262.9,150.7,1.74,200.5,226.7,0.059,60355.0,-5.0,Coordinated_Defense__videoplayback (3)_clip_051.csv,Coordinated Defense,1.4809518388332612
29,0.27586206896551724,308.1,144.8,2.13,221.6,343.7,0.177,43242.0,-11.0,Coordinated_Defense__videoplayback (3)_clip_052.csv,Coordinated Defense,2.308825647333765
29,0.4482758620689655,108.5,63.4,1.71,216.7,114.9,0.016,116665.0,,Coordinated_Defense__videoplayback (3)_clip_055.csv,Coordinated Defense,1.9500022306568736
29,0.9310344827586207,173.5,91.2,1.9,300.3,61.2,-0.022,172843.0,14.0,Coordinated_Defense__videoplayback (3)_clip_056.csv,Coordinated Defense,1.7624823642065213
29,0.5862068965517241,296.8,112.1,2.65,242.5,180.6,0.138,84416.0,-9.0,Coordinated_Defense__videoplayback (3)_clip_058.csv,Coordinated Defense,1.4581432988670706
29,0.0,223.0,78.4,2.84,286.8,57.7,-0.018,94048.0,,Coordinated_Defense__videoplayback (3)_clip_059.csv,Coordinated Defense,1.8091088247116147
29,0.7931034482758621,240.3,116.4,2.07,235.1,103.3,0.213,146652.0,11.0,Coordinated_Defense__videoplayback (3)_clip_060.csv,Coordinated Defense,1.7003130532421369
29,0.7586206896551724,117.9,94.8,1.24,245.5,50.7,0.038,65388.0,19.0,Coordinated_Defense__videoplayback (3)_clip_062.csv,Coordinated Defense,2.1415606589152154
29,0.7931034482758621,309.3,84.5,3.66,276.5,155.9,-0.039,125495.0,20.0,Coordinated_Defense__videoplayback (3)_clip_063.csv,Coordinated Defense,2.6446215549006484
29,1.0,92.2,62.3,1.48,153.5,33.8,-0.018,114700.0,24.0,Coordinated_Defense__videoplayback (3)_clip_066.csv,Coordinated Defense,2.5784075438603264
29,0.6551724137931034,127.4,60.8,2.1,256.0,39.3,-0.037,144313.0,-9.0,Coordinated_Defense__videoplayback (3)_clip_067.csv,Coordinated Defense,1.7689090605920597
29,1.0,275.6,151.2,1.82,277.7,227.8,0.081,106878.0,-3.0,Coordinated_Defense__videoplayback (3)_clip_069.csv,Coordinated Defense,0.8601493948847936
29,0.9655172413793104,211.8,121.1,1.75,248.2,145.5,0.051,171490.0,19.0,Coordinated_Defense__videoplayback (3)_clip_070.csv,Coordinated Defense,1.5876469892673308
29,0.3103448275862069,222.5,105.2,2.11,296.9,57.0,0.094,158492.0,3.0,Coordinated_Defense__videoplayback (3)_clip_071.csv,Coordinated Defense,1.5556519732889686
29,0.8275862068965517,140.5,101.8,1.38,249.2,187.3,0.058,119851.0,-6.0,Coordinated_Defense__videoplayback (3)_clip_072.csv,Coordinated Defense,2.0013757778400945
29,0.896551724137931,261.7,127.1,2.06,198.5,66.4,-0.069,62042.0,21.0,Coordinated_Defense__videoplayback (3)_clip_073.csv,Coordinated Defense,2.4497541294593126
29,1.0,319.7,160.5,1.99,222.7,407.1,-0.032,123469.0,7.0,Coordinated_Defense__videoplayback (3)_clip_075.csv,Coordinated Defense,2.7549648739515242
29,1.0,183.8,89.8,2.05,278.1,135.7,0.033,120886.0,22.0,Coordinated_Defense__videoplayback (3)_clip_076.csv,Coordinated Defense,0.9287576848370132
29,0.7586206896551724,189.3,124.0,1.53,274.2,69.4,-0.016,100702.0,6.0,Coordinated_Defense__videoplayback (3)_clip_078.csv,Coordinated Defense,1.5337636140547128
29,0.9655172413793104,214.5,142.6,1.5,257.3,167.8,0.076,116732.0,0.0,Coordinated_Defense__videoplayback (3)_clip_079.csv,Coordinated Defense,1.1709248246808959
29,0.10344827586206896,197.1,74.4,2.65,233.3,59.1,-0.02,55194.0,-8.0,Coordinated_Defense__videoplayback (3)_clip_081.csv,Coordinated Defense,2.1414184693309366
29,0.9310344827586207,200.1,100.7,1.99,260.8,120.8,-0.022,74127.0,-3.0,Coordinated_Defense__videoplayback (3)_clip_082.csv,Coordinated Defense,1.1225539797476909
29,0.9310344827586207,295.1,78.8,3.74,257.7,106.7,-0.015,92441.0,18.0,Coordinated_Defense__videoplayback (3)_clip_083.csv,Coordinated Defense,3.090859884145107
29,0.4482758620689655,150.1,60.5,2.48,226.4,42.5,0.025,93225.0,-10.0,Coordinated_Defense__videoplayback (3)_clip_085.csv,Coordinated Defense,1.883693473151504
29,0.6206896551724138,244.0,92.4,2.64,318.4,73.3,0.017,236286.0,-6.0,Coordinated_Defense__videoplayback (3)_clip_086.csv,Coordinated Defense,2.5033418317953133
29,1.0,160.8,68.6,2.34,332.5,74.5,0.131,130501.0,0.0,Coordinated_Defense__videoplayback (3)_clip_088.csv,Coordinated Defense,1.579435232066384
29,0.9655172413793104,236.2,133.0,1.78,250.4,154.7,0.125,190671.0,7.0,Coordinated_Defense__videoplayback (3)_clip_089.csv,Coordinated Defense,1.9260876198263726
29,1.0,196.0,88.5,2.22,295.8,188.4,0.106,129906.0,5.0,Coordinated_Defense__videoplayback (3)_clip_090.csv,Coordinated Defense,1.3150328345783968
29,0.5862068965517241,115.2,63.9,1.8,245.7,119.6,0.016,101002.0,-11.0,Coordinated_Defense__videoplayback (3)_clip_092.csv,Coordinated Defense,1.7649356909887688
29,0.9310344827586207,267.5,117.9,2.27,261.5,95.0,-0.055,141624.0,-5.0,Coordinated_Defense__videoplayback (3)_clip_093.csv,Coordinated Defense,1.491256330311306
29,0.9310344827586207,203.0,68.1,2.98,230.4,211.4,0.015,82336.0,17.0,Coordinated_Defense__videoplayback (3)_clip_096.csv,Coordinated Defense,2.2916285816085993
29,0.9310344827586207,276.3,138.1,2.0,249.0,317.3,-0.013,115213.0,4.0,Coordinated_Defense__videoplayback (3)_clip_097.csv,Coordinated Defense,1.8648521574043548
29,0.6206896551724138,325.5,155.7,2.09,215.7,310.5,0.04,122319.0,-5.0,Coordinated_Defense__videoplayback (3)_clip_099.csv,Coordinated Defense,1.7775134538076551
29,1.0,170.8,92.0,1.86,251.4,123.9,0.083,172298.0,26.0,Coordinated_Defense__videoplayback (3)_clip_100.csv,Coordinated Defense,1.707188077423329
29,1.0,232.6,175.8,1.32,188.2,100.1,0.063,143787.0,9.0,Coordinated_Defense__videoplayback (3)_clip_101.csv,Coordinated Defense,2.4274496510109866
29,0.7241379310344828,176.3,87.7,2.01,232.1,50.1,-0.022,103776.0,9.0,Coordinated_Defense__videoplayback (3)_clip_103.csv,Coordinated Defense,1.5435334200468573
29,0.4482758620689655,306.7,126.3,2.43,296.4,231.1,-0.032,76041.0,1.0,Coordinated_Defense__videoplayback (3)_clip_104.csv,Coordinated Defense,1.3903362667861903
29,1.0,117.5,51.0,2.3,226.7,93.4,0.042,92950.0,16.0,Coordinated_Defense__videoplayback (3)_clip_106.csv,Coordinated Defense,1.8740957006140402
29,1.0,259.3,139.4,1.86,247.9,113.7,0.043,128815.0,21.0,Coordinated_Defense__videoplayback (3)_clip_107.csv,Coordinated Defense,1.321827413892044
29,0.3448275862068966,201.9,83.9,2.41,250.4,80.1,0.112,195095.0,,Coordinated_Defense__videoplayback (4)_clip_110.csv,Coordinated Defense,1.9238297758732401
29,0.4827586206896552,267.5,130.5,2.05,287.9,80.4,0.021,168318.0,,Coordinated_Defense__videoplayback (4)_clip_111.csv,Coordinated Defense,1.7514706294228812
29,0.4482758620689655,175.7,70.2,2.5,430.5,127.8,0.118,124057.0,-5.0,Coordinated_Defense__videoplayback (4)_clip_115.csv,Coordinated Defense,2.1471547799290565
29,0.0,272.1,134.7,2.02,305.1,134.5,0.113,118092.0,,Coordinated_Defense__videoplayback (4)_clip_116.csv,Coordinated Defense,0.9291285343560717
29,0.0,171.3,44.8,3.83,408.5,80.6,0.132,131811.0,,Coordinated_Defense__videoplayback (4)_clip_118.csv,Coordinated Defense,4.347137321051395
29,0.0,89.9,54.9,1.64,268.2,31.3,0.038,154135.0,,Coordinated_Defense__videoplayback (4)_clip_120.csv,Coordinated Defense,2.245097161291924
29,0.06896551724137931,239.1,110.1,2.17,291.5,47.1,-0.053,169576.0,,Coordinated_Defense__videoplayback (4)_clip_121.csv,Coordinated Defense,1.8585091312230024
29,0.4482758620689655,172.7,49.9,3.46,337.0,231.0,0.033,144429.0,6.0,Coordinated_Defense__videoplayback (4)_clip_123.csv,Coordinated Defense,3.7509997617163555
29,0.7931034482758621,290.0,125.8,2.31,368.4,306.6,-0.026,155376.0,2.0,Coordinated_Defense__videoplayback (4)_clip_124.csv,Coordinated Defense,2.333309196272211
29,0.8620689655172413,428.5,154.4,2.77,297.3,257.5,0.224,210344.0,6.0,Coordinated_Defense__videoplayback (4)_clip_125.csv,Coordinated Defense,3.1744328352457214
29,0.3448275862068966,107.7,47.9,2.25,273.5,36.9,-0.027,179730.0,,Coordinated_Defense__videoplayback (4)_clip_127.csv,Coordinated Defense,2.2343764521790153
29,0.0,262.5,83.9,3.13,296.5,55.7,-0.014,178864.0,,Coordinated_Defense__videoplayback (4)_clip_128.csv,Coordinated Defense,2.278250490996354
29,0.4482758620689655,230.4,89.1,2.58,323.5,159.3,-0.039,130619.0,12.0,Coordinated_Defense__videoplayback (4)_clip_130.csv,Coordinated Defense,1.1729521148346047
29,0.3103448275862069,205.9,86.8,2.37,304.5,288.4,-0.066,129467.0,-1.0,Coordinated_Defense__videoplayback (4)_clip_132.csv,Coordinated Defense,2.3948757435044743
29,0.0,218.2,56.1,3.89,301.3,70.1,-0.053,191002.0,,Coordinated_Defense__videoplayback (4)_clip_135.csv,Coordinated Defense,3.9160200126158817
29,0.0,175.4,91.7,1.91,334.4,128.8,-0.052,206449.0,,Coordinated_Defense__videoplayback (4)_clip_137.csv,Coordinated Defense,2.347592729249287
29,0.0,294.3,116.2,2.53,317.1,99.6,0.129,230789.0,,Coordinated_Defense__videoplayback (4)_clip_140.csv,Coordinated Defense,2.5705645431013386
29,0.0,156.4,83.3,1.88,296.3,313.5,0.09,147321.0,,Coordinated_Defense__videoplayback (4)_clip_142.csv,Coordinated Defense,3.1599848151451333
29,0.10344827586206896,152.1,62.7,2.42,254.1,49.8,0.011,104102.0,-25.0,Coordinated_Defense__videoplayback (4)_clip_143.csv,Coordinated Defense,1.6170063241919441
29,0.0,155.6,58.2,2.67,244.8,51.4,0.034,124988.0,,Coordinated_Defense__videoplayback (4)_clip_145.csv,Coordinated Defense,1.9022758325759324
29,0.9655172413793104,156.2,53.1,2.94,336.1,49.4,-0.014,158541.0,19.0,Coordinated_Defense__videoplayback (4)_clip_149.csv,Coordinated Defense,2.465432963695637
29,0.4482758620689655,193.4,66.5,2.91,315.8,108.4,0.024,176642.0,3.0,Coordinated_Defense__videoplayback (4)_clip_150.csv,Coordinated Defense,2.1150712087069614
29,0.0,294.8,144.5,2.04,292.3,173.0,0.086,210120.0,,Coordinated_Defense__videoplayback (4)_clip_151.csv,Coordinated Defense,2.1420348128694813
29,0.6551724137931034,196.0,129.2,1.52,352.3,156.9,0.551,17273.0,13.0,Delayed_Support__videoplayback (1)_clip_004.csv,Delayed Support,3.409797174242728
29,0.0,239.6,115.7,2.07,387.1,113.2,-0.005,5640.0,,Delayed_Support__videoplayback (1)_clip_007.csv,Delayed Support,1.9445795433249549
29,0.034482758620689655,123.6,123.6,1.0,195.2,114.8,0.185,0.0,,Delayed_Support__videoplayback (1)_clip_011.csv,Delayed Support,2.7694076642798797
29,0.0,235.6,141.2,1.67,278.8,164.2,0.285,10087.0,,Delayed_Support__videoplayback (1)_clip_020.csv,Delayed Support,2.0010080115363795
29,0.0,123.4,81.1,1.52,401.4,72.5,0.113,10043.0,,Delayed_Support__videoplayback (1)_clip_045.csv,Delayed Support,2.346601659007119
29,0.0,669.2,116.5,5.75,656.1,188.6,-0.046,59330.0,,Delayed_Support__videoplayback (1)_clip_076.csv,Delayed Support,8.034306106331194
29,0.4827586206896552,175.2,152.5,1.15,293.2,117.8,0.027,22749.0,,Delayed_Support__videoplayback (1)_clip_093.csv,Delayed Support,1.8728548591656933
29,1.0,251.2,121.5,2.07,209.2,126.0,-0.035,71956.0,0.0,Delayed_Support__videoplayback (3)_clip_005.csv,Delayed Support,1.6427424250416856
29,1.0,208.1,71.3,2.92,230.4,177.6,0.034,153522.0,11.0,Delayed_Support__videoplayback (3)_clip_029.csv,Delayed Support,1.939246841254306
29,1.0,199.7,88.1,2.27,244.6,71.7,0.014,129265.0,8.0,Delayed_Support__videoplayback (3)_clip_043.csv,Delayed Support,1.2346303592376342
29,0.7586206896551724,329.7,134.9,2.44,292.6,119.7,-0.03,65099.0,-13.0,Delayed_Support__videoplayback (3)_clip_054.csv,Delayed Support,2.063754426039393
29,1.0,236.7,145.3,1.63,265.0,281.7,-0.078,108376.0,4.0,Delayed_Support__videoplayback (3)_clip_065.csv,Delayed Support,1.9174060118451541
29,0.6896551724137931,320.2,95.5,3.35,266.7,637.5,0.064,125043.0,2.0,Delayed_Support__videoplayback (3)_clip_074.csv,Delayed Support,6.0297939234800415
29,0.3793103448275862,229.6,83.5,2.75,330.5,195.4,-0.01,161589.0,-7.0,Delayed_Support__videoplayback (4)_clip_109.csv,Delayed Support,1.7870254361014648
29,0.41379310344827586,266.8,131.2,2.03,256.0,93.5,-0.053,186716.0,,Delayed_Support__videoplayback (4)_clip_114.csv,Delayed Support,2.022628787444203
29,0.4827586206896552,204.9,90.7,2.26,235.4,84.5,0.104,132058.0,,Delayed_Support__videoplayback (4)_clip_139.csv,Delayed Support,1.2623222399713019
29,0.034482758620689655,171.8,136.9,1.25,188.5,143.3,0.026,2333.0,,Spacing_Breakdown__videoplayback (1)_clip_001.csv,Spacing Breakdown,2.475526367038056
29,1.0,299.2,168.0,1.78,189.5,140.9,-0.033,1496.0,3.0,Spacing_Breakdown__videoplayback (1)_clip_006.csv,Spacing Breakdown,2.909398867258748
29,0.5862068965517241,195.3,158.1,1.24,328.5,112.2,0.034,14942.0,,Spacing_Breakdown__videoplayback (1)_clip_019.csv,Spacing Breakdown,1.8049652525020699
29,0.0,217.8,89.9,2.42,400.4,143.4,0.189,18293.0,,Spacing_Breakdown__videoplayback (1)_clip_022.csv,Spacing Breakdown,2.06223456830745
29,0.5862068965517241,329.0,151.4,2.17,311.9,130.7,-0.187,30653.0,1.0,Spacing_Breakdown__videoplayback (1)_clip_024.csv,Spacing Breakdown,2.8316992880926137
29,0.1724137931034483,136.1,116.9,1.16,298.4,95.3,-0.091,22340.0,,Spacing_Breakdown__videoplayback (1)_clip_027.csv,Spacing Breakdown,2.3551684768436147
29,0.4482758620689655,179.4,142.7,1.26,275.4,85.4,-0.171,18325.0,-4.0,Spacing_Breakdown__videoplayback (1)_clip_028.csv,Spacing Breakdown,2.691716699752955
29,0.4482758620689655,192.1,71.4,2.69,385.9,91.8,-0.005,16451.0,3.0,Spacing_Breakdown__videoplayback (1)_clip_032.csv,Spacing Breakdown,2.3144379045918635
29,0.5862068965517241,122.0,122.0,1.0,580.7,86.6,0.055,0.0,8.0,Spacing_Breakdown__videoplayback (1)_clip_036.csv,Spacing Breakdown,3.458936813003615
29,0.6206896551724138,244.3,125.1,1.95,332.8,117.7,-0.003,69175.0,,Spacing_Breakdown__videoplayback (1)_clip_040.csv,Spacing Breakdown,1.0237665636678301
29,0.4482758620689655,229.1,161.5,1.42,339.8,168.3,0.2,17151.0,-7.0,Spacing_Breakdown__videoplayback (1)_clip_042.csv,Spacing Breakdown,1.4925462626390416
29,0.5517241379310345,213.3,146.0,1.46,372.5,130.9,0.031,10138.0,5.0,Spacing_Breakdown__videoplayback (1)_clip_055.csv,Spacing Breakdown,1.6614858911260424
29,0.0,137.0,48.4,2.83,188.7,69.5,0.044,3298.0,,Spacing_Breakdown__videoplayback (1)_clip_057.csv,Spacing Breakdown,3.3441815320418544
29,0.7241379310344828,217.4,199.3,1.09,360.9,154.4,0.18,15892.0,11.0,Spacing_Breakdown__videoplayback (1)_clip_059.csv,Spacing Breakdown,1.9626650262665142
29,0.6206896551724138,244.4,169.8,1.44,203.4,123.5,0.09,104111.0,8.0,Spacing_Breakdown__videoplayback (1)_clip_060.csv,Spacing Breakdown,1.841495539699734
29,0.9655172413793104,232.6,89.7,2.59,365.0,128.1,-0.082,10090.0,22.0,Spacing_Breakdown__videoplayback (1)_clip_062.csv,Spacing Breakdown,2.2793276545494194
29,0.4482758620689655,183.9,65.2,2.82,292.1,103.3,0.187,18351.0,6.0,Spacing_Breakdown__videoplayback (1)_clip_066.csv,Spacing Breakdown,2.5787657712411467
29,0.0,241.9,127.2,1.9,366.1,188.5,0.21,24924.0,,Spacing_Breakdown__videoplayback (1)_clip_071.csv,Spacing Breakdown,1.5955094473301807
29,0.4482758620689655,379.5,248.1,1.53,344.3,256.5,0.253,22727.0,-2.0,Spacing_Breakdown__videoplayback (1)_clip_085.csv,Spacing Breakdown,2.2551406841868005
29,0.4482758620689655,169.3,148.7,1.14,273.3,102.7,0.167,15118.0,1.0,Spacing_Breakdown__videoplayback (1)_clip_087.csv,Spacing Breakdown,2.0388716419285395
29,0.0,289.8,152.9,1.9,245.6,138.6,-0.04,77800.0,,Spacing_Breakdown__videoplayback (1)_clip_088.csv,Spacing Breakdown,1.6613549767571159
29,0.0,330.4,146.5,2.26,397.5,107.1,0.244,25643.0,,Spacing_Breakdown__videoplayback (1)_clip_089.csv,Spacing Breakdown,2.5186023964053437
29,0.4827586206896552,98.1,70.1,1.4,407.8,80.2,0.122,22148.0,4.0,Spacing_Breakdown__videoplayback (1)_clip_092.csv,Spacing Breakdown,2.595997915696982
29,0.8620689655172413,165.8,78.3,2.12,350.5,82.7,0.009,26279.0,2.0,Spacing_Breakdown__videoplayback (1)_clip_094.csv,Spacing Breakdown,1.7798185936447903
29,0.8620689655172413,279.7,207.9,1.35,347.5,145.5,-0.168,24002.0,6.0,Spacing_Breakdown__videoplayback (1)_clip_095.csv,Spacing Breakdown,2.735093246718067
29,1.0,330.4,263.0,1.26,423.7,214.3,-0.201,20742.0,21.0,Spacing_Breakdown__videoplayback (1)_clip_096.csv,Spacing Breakdown,3.515321891671215
29,0.7931034482758621,215.2,61.1,3.52,381.5,160.2,-0.052,10866.0,-11.0,Spacing_Breakdown__videoplayback (1)_clip_099.csv,Spacing Breakdown,3.636090866452003
29,0.4482758620689655,259.8,196.0,1.33,472.3,164.1,-0.006,139357.0,0.0,Spacing_Breakdown__videoplayback (1)_clip_100.csv,Spacing Breakdown,2.667750299799819
29,0.0,239.2,166.7,1.43,345.5,196.1,0.487,11880.0,,Spacing_Breakdown__videoplayback (1)_clip_101.csv,Spacing Breakdown,2.8557976931406417
29,0.896551724137931,250.4,80.6,3.11,424.7,97.8,-0.036,91258.0,3.0,Spacing_Breakdown__videoplayback (1)_clip_103.csv,Spacing Breakdown,2.263424447471625
29,0.4482758620689655,137.5,107.2,1.28,323.0,77.9,0.105,18820.0,11.0,Spacing_Breakdown__videoplayback (1)_clip_105.csv,Spacing Breakdown,2.0318858718073427
29,0.7586206896551724,223.4,49.3,4.53,361.0,197.8,-0.016,19547.0,-2.0,Spacing_Breakdown__videoplayback (1)_clip_106.csv,Spacing Breakdown,5.69865149155469
29,0.4482758620689655,470.5,262.1,1.8,333.5,270.9,0.391,7036.0,-1.0,Spacing_Breakdown__videoplayback (1)_clip_107.csv,Spacing Breakdown,3.5416392207805822
29,0.7931034482758621,191.1,74.0,2.58,326.6,98.6,-0.09,19014.0,7.0,Spacing_Breakdown__videoplayback (1)_clip_108.csv,Spacing Breakdown,2.285578803565758
29,0.0,218.1,123.3,1.77,476.8,84.0,-0.075,7226.0,,Spacing_Breakdown__videoplayback (1)_clip_114.csv,Spacing Breakdown,2.471879571477753
29,0.7931034482758621,453.8,214.9,2.11,272.6,293.0,-0.035,19698.0,,Spacing_Breakdown__videoplayback (1)_clip_115.csv,Spacing Breakdown,3.287779111262961
29,0.4482758620689655,138.4,84.4,1.64,416.6,78.3,0.116,37249.0,12.0,Spacing_Breakdown__videoplayback (1)_clip_118.csv,Spacing Breakdown,2.0528287411707753
29,0.4482758620689655,394.4,187.5,2.1,300.4,186.2,-0.18,62701.0,-2.0,Spacing_Breakdown__videoplayback (1)_clip_120.csv,Spacing Breakdown,3.0000679405323543
29,0.0,296.9,56.1,5.29,375.8,186.9,0.053,9553.0,,Spacing_Breakdown__videoplayback (1)_clip_126.csv,Spacing Breakdown,6.833313493010402
29,0.9655172413793104,272.5,56.6,4.82,269.0,106.9,0.009,107916.0,19.0,Spacing_Breakdown__videoplayback (3)_clip_095.csv,Spacing Breakdown,5.528519339192864
29,0.5172413793103449,175.6,89.0,1.97,316.9,71.9,0.21,201509.0,,Spacing_Breakdown__videoplayback (4)_clip_113.csv,Spacing Breakdown,2.4892438350512873
29,0.896551724137931,173.5,56.7,3.06,360.7,59.0,0.038,196751.0,4.0,Spacing_Breakdown__videoplayback (4)_clip_119.csv,Spacing Breakdown,2.8741139228077865
29,0.7586206896551724,193.9,91.7,2.12,313.1,45.5,-0.039,199187.0,11.0,Spacing_Breakdown__videoplayback (4)_clip_134.csv,Spacing Breakdown,2.0934459679960638
29,0.4482758620689655,154.2,101.2,1.52,353.2,426.0,-0.073,145783.0,-12.0,Spacing_Breakdown__videoplayback (4)_clip_153.csv,Spacing Breakdown,4.7168026398470415
29,0.0,167.4,61.4,2.73,273.6,91.5,0.297,149256.0,,Spacing_Breakdown__videoplayback (4)_clip_156.csv,Spacing Breakdown,2.616465279621232
