n_frames,ball_present_frac,top2_speed_cms,rest_speed_cms,speed_ratio,mean_spacing_cm,centroid_vel_cms,sync_score,mean_hull_area,reaction_lag_frames,file,label,tactical_deviation
29,0.0,453.4,210.5,2.15,343.9,213.7,0.243,76397.0,,Coordinated_Defense__videoplayback (1)_clip_018.csv,Coordinated Defense,3.028608438933376
29,0.5862068965517241,260.7,107.2,2.43,402.5,204.3,0.333,36496.0,,Coordinated_Defense__videoplayback (1)_clip_021.csv,Coordinated Defense,2.463874270476331
29,0.6896551724137931,346.1,155.8,2.22,291.5,93.6,-0.086,56280.0,,Coordinated_Defense__videoplayback (1)_clip_025.csv,Coordinated Defense,2.7149345172509856
29,0.4827586206896552,200.7,169.8,1.18,452.9,151.7,0.234,12819.0,,Coordinated_Defense__videoplayback (1)_clip_034.csv,Coordinated Defense,2.1777903522397275
29,0.4482758620689655,231.8,131.8,1.76,398.8,97.3,-0.038,17505.0,-2.0,Coordinated_Defense__videoplayback (1)_clip_044.csv,Coordinated Defense,1.9085327562572072
29,0.4482758620689655,231.8,131.8,1.76,398.8,97.3,-0.038,17505.0,-2.0,Coordinated_Defense__videoplayback (1)_clip_046.csv,Coordinated Defense,1.9085327562572072
29,0.13793103448275862,199.5,121.6,1.64,225.1,126.8,0.103,86964.0,,Coordinated_Defense__videoplayback (1)_clip_047.csv,Coordinated Defense,1.2564476377399771
29,0.3448275862068966,310.0,203.5,1.52,387.8,180.8,0.298,21828.0,-13.0,Coordinated_Defense__videoplayback (1)_clip_050.csv,Coordinated Defense,2.02928169060219
29,0.0,176.0,99.6,1.77,414.9,77.9,-0.11,61258.0,,Coordinated_Defense__videoplayback (1)_clip_052.csv,Coordinated Defense,1.9520326509438468
29,0.4482758620689655,367.1,236.6,1.55,424.3,337.9,-0.065,116808.0,0.0,Coordinated_Defense__videoplayback (1)_clip_053.csv,Coordinated Defense,2.817754663587834
29,0.0,115.1,87.8,1.31,388.6,86.7,0.373,6529.0,,Coordinated_Defense__videoplayback (1)_clip_058.csv,Coordinated Defense,3.1453741923495104
29,0.0,278.9,156.4,1.78,426.1,94.8,-0.013,87782.0,,Coordinated_Defense__videoplayback (1)_clip_064.csv,Coordinated Defense,1.808748253765097
29,0.9310344827586207,229.5,98.8,2.32,374.4,182.6,0.164,11133.0,23.0,Coordinated_Defense__videoplayback (1)_clip_067.csv,Coordinated Defense,1.9552249701294635
29,0.0,106.4,65.1,1.63,239.0,140.8,-0.055,95614.0,,Coordinated_Defense__videoplayback (1)_clip_069.csv,Coordinated Defense,2.1373887420372504
29,0.0,206.6,107.0,1.93,407.2,140.5,0.084,11498.0,,Coordinated_Defense__videoplayback (1)_clip_070.csv,Coordinated Defense,1.7867038586070736
29,0.4482758620689655,177.0,177.0,1.0,184.2,92.7,0.994,0.0,21.0,Coordinated_Defense__videoplayback (1)_clip_073.csv,Coordinated Defense,6.463718369730194
29,0.3103448275862069,344.2,158.7,2.17,405.3,125.7,0.223,11511.0,-3.0,Coordinated_Defense__videoplayback (1)_clip_074.csv,Coordinated Defense,2.590851911569414
29,0.0,243.2,145.1,1.68,433.8,165.8,0.347,21601.0,,Coordinated_Defense__videoplayback (1)_clip_075.csv,Coordinated Defense,2.3345515490901083
29,0.9310344827586207,151.2,73.1,2.07,305.3,80.8,0.044,20952.0,,Coordinated_Defense__videoplayback (1)_clip_077.csv,Coordinated Defense,1.8951927906342756
29,0.0,220.5,181.6,1.21,408.3,177.5,0.259,24690.0,,Coordinated_Defense__videoplayback (1)_clip_080.csv,Coordinated Defense,1.9272369812298518
29,0.8620689655172413,275.2,116.4,2.36,325.8,117.6,-0.186,9638.0,-1.0,Coordinated_Defense__videoplayback (1)_clip_081.csv,Coordinated Defense,2.7254944783623336
