epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc
1.0,1.6738823121136959,0.29207920792079206,1.6754662309374129,0.2857142857142857,0.18000000715255737,0.22478632628917694
2.0,1.636409293306936,0.4801980198019802,1.654367549078805,0.375,0.20769231021404266,0.26324787735939026
3.0,1.587865443512945,0.4900990099009901,1.6072275468281336,0.4107142857142857,0.21851854026317596,0.2786324918270111
4.0,1.5438786473604713,0.46534653465346537,1.540374653679984,0.48214285714285715,0.23214495182037354,0.3094016909599304
5.0,1.482697365307572,0.4405940594059406,1.4813541173934937,0.5357142857142857,0.2791875898838043,0.3393162190914154
6.0,1.4443321251633143,0.37623762376237624,1.4355463470731462,0.48214285714285715,0.2722751498222351,0.31623929738998413
7.0,1.3947280196860286,0.3415841584158416,1.4086833340781075,0.5,0.2794179916381836,0.32393163442611694
8.0,1.3891613648669554,0.3910891089108911,1.3974678686686925,0.35714285714285715,0.27946412563323975,0.26923078298568726
9.0,1.363859500035201,0.37623762376237624,1.3738377775464738,0.42857142857142855,0.3323703706264496,0.3692307770252228
10.0,1.3229477287519096,0.504950495049505,1.3597397633961268,0.5714285714285714,0.3602820038795471,0.39914530515670776
11.0,1.2887105233598464,0.6287128712871287,1.3423021350588118,0.5535714285714286,0.35756057500839233,0.3948718011379242
12.0,1.2400811462119075,0.6237623762376238,1.307343636240278,0.5357142857142857,0.3607843518257141,0.3837606906890869
13.0,1.2164034654598426,0.599009900990099,1.3216712134225028,0.5178571428571429,0.33377552032470703,0.36837607622146606
14.0,1.1704442843352214,0.6188118811881188,1.328983017376491,0.5178571428571429,0.3504812717437744,0.36153846979141235
15.0,1.1728044925349774,0.6584158415841584,1.347885046686445,0.4642857142857143,0.29745718836784363,0.31282052397727966
16.0,1.133282467870429,0.6435643564356436,1.3274471078600203,0.4642857142857143,0.3272727131843567,0.33162394165992737
17.0,1.1002564666294816,0.6435643564356436,1.3761499779564994,0.42857142857142855,0.30119338631629944,0.3017094135284424
18.0,1.1217958006528344,0.6485148514851485,1.3712441240038191,0.48214285714285715,0.351188987493515,0.390598326921463
19.0,1.0740790343520665,0.6782178217821783,1.355524046080453,0.44642857142857145,0.34286054968833923,0.3829059898853302
20.0,1.0532662479004058,0.5891089108910891,1.3987472908837455,0.42857142857142855,0.3013882637023926,0.319658100605011
21.0,1.0498904402893368,0.6188118811881188,1.3839751652308874,0.4642857142857143,0.3315483629703522,0.3350427448749542
22.0,1.0590472126951311,0.6584158415841584,1.4864307471684046,0.42857142857142855,0.27117133140563965,0.2829059958457947
